PrimaryPropertyType,Neighborhood,NumberofBuildings,PropertyGFATotal,LargestPropertyUseType,SecondLargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),ElectricityProp,SteamProp,GasProp,Age,BuildingArea,ParkingArea,LargestUsedArea,SecondLargestUsedArea
Small and Mid-Sized Office,DOWNTOWN,1.0,75288,Office,Parking,81.0,2891605.0,0.9998699684085482,0.0,0.00013003159145180617,107,0.8565508447561364,0.14344915524386356,0.870098820529168,0.14501647008819465
Large Office,DOWNTOWN,1.0,184322,Office,Data Center,81.0,9722890.0,0.9999998971499214,0.0,0.0,112,1.0,0.0,0.9977973329282451,0.002202667071754864
Large Office,DOWNTOWN,1.0,287853,Office,Retail Store,43.0,25567108.0,0.9966939553742253,0.0,0.0033059664002670934,7,1.0,0.0,0.9512216304850045,0.042042292420089424
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,64512,Office,NONE,53.0,5968153.5,0.49464863797487785,0.0,0.5053514458031282,102,1.0,0.0,0.9765625,0.0
Warehouse,GREATER DUWAMISH,1.0,144050,Non-Refrigerated Warehouse,NONE,26.0,3929371.0,0.6081953065770578,0.0,0.3918046934229423,90,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,60592,Office,NONE,16.0,5049446.5,0.9483047300332819,0.0,0.051695170945964077,86,1.0,0.0,0.9965672035912332,0.0
Large Office,GREATER DUWAMISH,0.0,1380959,Office,Retail Store,79.0,74130576.0,0.9140701402347123,0.0,0.08592972486818394,104,1.0,0.0,0.7246630783390383,0.2036961271116666
Retail Store,GREATER DUWAMISH,1.0,107930,Retail Store,NONE,57.0,7221482.5,0.8496999058018904,0.0,0.15029988648452725,23,1.0,0.0,0.9979060502177337,0.0
Warehouse,GREATER DUWAMISH,1.0,99084,Non-Refrigerated Warehouse,NONE,83.0,1618110.375,0.49136821089846855,0.0,0.5086315573497265,90,1.0,0.0,1.0,0.0
Distribution Center,Delridge,1.0,72719,Distribution Center,NONE,28.0,2581741.75,0.792269404947261,0.0,0.20773069188659168,63,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,EAST,0.0,76624,Office,NONE,91.0,2773647.5,0.8900002613886588,0.0,0.10999955834330065,86,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTHEAST,1.0,91706,Office,Parking,2.0,8570571.0,0.9999998833216597,0.0,0.0,15,0.6010838985453515,0.39891610145464856,0.580997971779382,0.37839399821167646
Medical Office,LAKE UNION,1.0,129093,Medical Office,Parking,6.0,19248732.0,0.6130442254585913,0.0,0.38695572258993477,8,0.6909050064682051,0.3090949935317949,0.690440225263957,0.2916656983724911
Large Office,DELRIDGE,1.0,138106,Office,Parking,41.0,8381834.5,0.9999998210415632,0.0,0.0,25,0.8825467394609937,0.11745326053900627,0.8622579757577513,0.11745326053900627
Retail Store,GREATER DUWAMISH,1.0,56572,Retail Store,NONE,66.0,2409429.0,0.5458077411702109,0.0,0.45419225882978914,43,1.0,0.0,1.0,0.0
Medical Office,EAST,1.0,225982,Medical Office,NONE,53.0,20560622.0,0.6198721517277055,0.38012775099897267,0.0,12,1.0,0.0,0.8858404651697923,0.0
Mixed Use Property,DOWNTOWN,0.0,516407,Parking,Multifamily Housing,31.0,39403320.0,0.7469625148337754,0.0,0.25303735827336377,10,1.0,0.0,0.7459155278685223,0.6588524167952797
Large Office,DOWNTOWN,1.0,1592914,Office,Parking,97.0,56498868.0,0.975664220387566,0.017458813289852108,0.0068768103460055165,11,1.0,0.0,0.5743134908727024,0.2189622289715578
Medical Office,EAST,1.0,422503,Medical Office,NONE,46.0,17254810.0,0.9423838338411145,0.05761606836006888,0.0,31,0.5110567262244292,0.48894327377557084,0.4672345521806946,0.0
Medical Office,CENTRAL,1.0,94500,Medical Office,NONE,68.0,5792926.0,0.9999998273756647,0.0,0.0,29,1.0,0.0,1.0,0.0
Retail Store,DELRIDGE,0.0,94713,Retail Store,NONE,79.0,5417598.0,0.772095124075282,0.0,0.22790487592471792,11,1.0,0.0,1.0,0.0
Medical Office,EAST,1.0,302902,Medical Office,Parking,58.0,14751117.0,0.9596200748729741,0.0,0.04037978954407317,8,0.6654297429531664,0.33457025704683363,0.6647859703798589,0.28481158922687866
Medical Office,EAST,1.0,319911,Medical Office,Parking,50.0,15067340.0,0.7614746863082668,0.23852519754648133,0.0,43,0.5110921475035244,0.48890785249647556,0.5336703020527584,0.21621951105151122
Large Office,DOWNTOWN,1.0,205521,Office,Retail Store,94.0,8138616.5,0.5315396050422083,0.2541791654638107,0.21428113734072615,116,1.0,0.0,0.5591594046350494,0.1393677531736416
Small and Mid-Sized Office,DOWNTOWN,1.0,56700,Office,Retail Store,55.0,3065954.5,0.9999998369186497,0.0,0.0,116,1.0,0.0,0.8112874779541446,0.18518518518518517
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,72000,Office,NONE,89.0,2729167.75,0.9646131132833443,0.0,0.035386611907604434,91,1.0,0.0,1.0,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,191146,Office,Parking,93.0,5101504.5,0.9999999019896973,0.0,0.0,16,0.50356272168918,0.49643727831082,0.53885511598464,0.41852824542496314
Large Office,DOWNTOWN,1.0,362046,Office,Parking,86.0,15725581.0,0.98991261435746,0.0,0.010087194870574257,8,1.0,0.0,0.64202615137303,0.27033581368113446
Large Office,DOWNTOWN,1.0,538933,Office,Parking,90.0,16020642.0,0.9999998751610578,0.0,0.0,15,1.0,0.0,0.6801476250294564,0.22789660310279755
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,98668,Office,NONE,91.0,4391348.0,1.0,0.0,0.0,34,1.0,0.0,1.0,0.0
Large Office,GREATER DUWAMISH,1.0,158931,Office,Multifamily Housing,12.0,8751704.0,0.9070517010173105,0.0,0.09294818471922725,9,0.821425650124897,0.17857434987510304,0.5043509447496083,0.21582951091983313
Large Office,MAGNOLIA / QUEEN ANNE,1.0,105100,Office,NONE,1.0,22078064.0,0.7997850717345506,0.0,0.20021488297162288,38,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,1.0,57176,Supermarket/Grocery Store,Retail Store,31.0,12525174.0,0.0,0.0,0.0,8,1.0,0.0,0.690849307401707,0.2623478382538128
Retail Store,MAGNOLIA / QUEEN ANNE,1.0,50660,Retail Store,NONE,51.0,2661488.0,0.6567656889679758,0.0,0.3432343110320242,38,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,61929,Office,NONE,59.0,2203026.5,0.6028316046130175,0.0,0.39716816842648056,79,1.0,0.0,0.6439471007121058,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,165111,Office,Parking,1.0,25478086.0,0.9999998822517515,0.0,0.0,16,0.66689075833833,0.33310924166167005,0.6339189999454912,0.33310924166167005
Small and Mid-Sized Office,DOWNTOWN,1.0,20565,Office,NONE,65.0,802312.5,0.9999993768014334,0.0,0.0,91,1.0,0.0,1.0,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,159937,Office,Parking,63.0,7857972.5,0.9999999363703551,0.0,0.0,16,0.6500434546102528,0.3499565453897472,0.6655683175250254,0.3142362305157656
Large Office,MAGNOLIA / QUEEN ANNE,1.0,183964,Office,Parking,56.0,14856199.0,0.9999999326880314,0.0,0.0,8,0.7458035267769781,0.2541964732230219,0.7254191037376878,0.2541964732230219
Large Office,MAGNOLIA / QUEEN ANNE,1.0,208210,Office,Parking,95.0,5514308.5,0.692250170624295,0.0,0.3077497387025046,30,0.6213054128043802,0.3786945871956198,0.5282070986023726,0.3786945871956198
Large Office,DOWNTOWN,1.0,277486,Office,Parking,63.0,12729858.0,0.9999998428890566,0.0,0.0,30,0.7106772954311209,0.28932270456887915,0.6437261699689354,0.31577809330921197
Large Office,DOWNTOWN,1.0,187130,Office,Non-Refrigerated Warehouse,77.0,10053489.0,0.9999999005320441,0.0,0.0,23,1.0,0.0,0.9179874953241063,0.05119970074279912
Large Office,DOWNTOWN,1.0,251044,Office,Data Center,99.0,17186624.0,0.9999999418152163,0.0,0.0,16,0.530492662640812,0.46950733735918804,0.502772422364207,0.05065645862876627
Warehouse,DOWNTOWN,1.0,154330,Non-Refrigerated Warehouse,NONE,81.0,1262235.25,0.999999801938664,0.0,0.0,104,1.0,0.0,0.6177023261841509,0.0
Large Office,DOWNTOWN,1.0,167860,Office,Retail Store,70.0,6797647.0,0.9999998528902722,0.0,0.0,111,1.0,0.0,0.6575122125580841,0.11796139640176337
Large Office,DOWNTOWN,1.0,112560,Office,Retail Store,86.0,4946798.5,0.7224915265903796,0.0,0.27750837233414705,106,1.0,0.0,0.7142857142857143,0.14285714285714285
Retail Store,DOWNTOWN,1.0,86204,Other,Retail Store,89.0,3241917.0,0.6896842207866518,0.0,0.31031577921334813,106,1.0,0.0,0.7849983759454318,0.15699967518908636
Warehouse,GREATER DUWAMISH,1.0,145158,Non-Refrigerated Warehouse,Office,51.0,8384523.0,0.8422826200130884,0.0,0.1577173799869116,31,1.0,0.0,0.7001543146089089,0.3344218024497444
Large Office,GREATER DUWAMISH,1.0,112896,Office,Parking,66.0,10287986.0,0.819323529406047,0.0,0.18067647059395298,65,1.0,0.0,0.9809559240362812,0.5093183106575964
Distribution Center,GREATER DUWAMISH,1.0,110613,Distribution Center,Office,95.0,1015060.188,0.9999998147893079,0.0,0.0,56,1.0,0.0,0.899993671629917,0.09999728784139296
Warehouse,GREATER DUWAMISH,1.0,149881,Non-Refrigerated Warehouse,Office,97.0,2417401.25,0.2916598971726353,0.0,0.7083399994105241,65,1.0,0.0,0.7979196829484725,0.20208031705152754
Warehouse,GREATER DUWAMISH,1.0,98220,Non-Refrigerated Warehouse,NONE,12.0,6468090.0,0.8988110864258227,0.0,0.10118875896903104,65,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,84420,Distribution Center,Office,55.0,2848317.25,0.9999999122288783,0.0,0.0,46,1.0,0.0,0.5247571665482114,0.29421937929400616
Warehouse,GREATER DUWAMISH,1.0,61200,Non-Refrigerated Warehouse,NONE,16.0,4912143.0,0.3629580816356527,0.0,0.6370419183643473,85,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,111908,Distribution Center,NONE,87.0,1555420.25,0.6753853178907758,0.0,0.324614521380958,29,1.0,0.0,0.9748186009936733,0.0
Supermarket / Grocery Store,NORTHWEST,1.0,141890,Supermarket/Grocery Store,Parking,91.0,16865978.0,0.7738549166849381,0.0,0.22614496473314502,46,0.7494890408062583,0.2505109591937416,1.0,0.0
Small and Mid-Sized Office,BALLARD,1.0,92092,Office,NONE,5.0,4817062.0,1.0,0.0,0.0,15,0.7713699344134127,0.22863006558658733,0.7609130000434349,0.0
Large Office,LAKE UNION,1.0,202623,Office,Parking,73.0,8873485.0,0.9999998873047061,0.0,0.0,8,0.5614762391238902,0.43852376087610984,0.5192204241374375,0.15788928206570824
Small and Mid-Sized Office,LAKE UNION,1.0,77174,Office,NONE,33.0,5481549.0,0.9999998175698147,0.0,0.0,16,0.6656905175318112,0.33430948246818876,1.0,0.0
Large Office,MAGNOLIA / QUEEN ANNE,1.0,110524,Office,Other,57.0,6859198.0,0.9999998542103611,0.0,0.0,18,1.0,0.0,0.8937515833665086,0.07811877963157324
Large Office,MAGNOLIA / QUEEN ANNE,1.0,241875,Office,Parking,88.0,8655604.0,0.9806816485597076,0.0,0.01931812037611702,16,0.6498645994832042,0.35013540051679587,0.674240826873385,0.3449095607235142
Large Office,MAGNOLIA / QUEEN ANNE,1.0,102930,Office,Parking,85.0,4750799.0,0.8544404846426885,0.0,0.14555930486640248,42,0.8181288254153308,0.1818711745846692,0.8653939570581949,0.14732342368600018
Large Office,DOWNTOWN,1.0,150000,Office,Parking,65.0,9343428.0,0.8728855191049795,0.0,0.12711437386792085,41,0.8424666666666667,0.15753333333333333,0.84432,0.15942
Large Office,DOWNTOWN,1.0,274362,Office,NONE,82.0,16540550.0,0.9574079459268283,0.0,0.04259193315820816,63,1.0,0.0,1.0,0.0
Large Office,DOWNTOWN,1.0,378002,Office,Parking,85.0,17750994.0,0.8497164722155841,0.0,0.15028341511466908,33,0.6923825799863493,0.3076174200136507,0.7149089158258422,0.18942227818900428
Large Office,DOWNTOWN,1.0,169020,Office,Bar/Nightclub,83.0,11480494.0,0.6279777682040512,0.25151925082666304,0.1205028285368208,53,1.0,0.0,0.925417110401136,0.06115844278783576
Other,DOWNTOWN,1.0,429405,Data Center,Office,98.0,274682208.0,0.9994549592378404,0.0,0.0005448914987606332,35,1.0,0.0,0.5100010479617144,0.49000128084209543
Large Office,DOWNTOWN,1.0,1952220,Office,Parking,86.0,92937640.0,0.9452775215725298,0.0,0.05472231702892391,31,0.8363913903146162,0.16360860968538382,0.8610387148989356,0.16359221809017427
Large Office,DOWNTOWN,1.0,383515,Office,Parking,90.0,15878689.0,0.9999998740450172,0.0,0.0,35,0.7659074612466266,0.2340925387533734,0.814679999478508,0.22111260315763398
Medical Office,DOWNTOWN,1.0,363934,Medical Office,Parking,68.0,22104512.0,0.7239400263620387,0.27551784450161126,0.0005420160372687712,91,0.920672429616359,0.079327570383641,0.7737611764770536,0.07582968340413372
Retail Store,DOWNTOWN,1.0,78920,Retail Store,NONE,80.0,8303666.5,0.864358654095754,0.0,0.13564128568988168,87,1.0,0.0,1.0,0.0
Large Office,DOWNTOWN,1.0,131143,Office,Retail Store,93.0,5177270.5,0.94086758650142,0.0,0.2735111097633396,37,0.3353819876013207,0.6646180123986793,0.9169227484501651,0.08275699046079471
Large Office,DOWNTOWN,1.0,132998,Office,Retail Store,97.0,3775187.5,0.5945418605036173,0.4054581726073208,0.0,108,1.0,0.0,1.0,0.0
Retail Store,DOWNTOWN,1.0,83118,Retail Store,NONE,59.0,2443141.5,0.9043352585185918,0.0,0.0956645368268682,76,1.0,0.0,0.5413989749512741,0.0
Retail Store,DOWNTOWN,1.0,77555,Retail Store,NONE,39.0,7802205.5,0.9999803260757487,0.0,1.960983980747495e-05,92,1.0,0.0,0.9485268519115466,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,51218,Office,Restaurant,57.0,2886141.5,0.9999998267583208,0.0,0.0,107,1.0,0.0,0.8768987465344215,0.13752977468858604
Large Office,DOWNTOWN,1.0,489182,Office,Parking,43.0,36378588.0,0.897061810095543,0.0,0.1029380799496671,46,1.0,0.0,0.7593288387553099,0.1337968281743809
Large Office,DOWNTOWN,1.0,216571,Office,Parking,62.0,16246106.0,0.5358066726882121,0.4563484936020976,0.007844772156478604,87,0.938495920506439,0.061504079493561,0.843159979868034,0.061504079493561
Large Office,DOWNTOWN,1.0,189175,Office,Other,13.0,19036416.0,0.9999998424073103,0.0,0.0,95,1.0,0.0,0.802114444297608,0.06684287035813401
Large Office,DOWNTOWN,1.0,293803,Office,Parking,25.0,17074142.0,0.9999998242957099,0.0,0.0,18,0.7464933986378628,0.2535066013621372,0.4951991640657175,0.2403072807289238
Large Office,DOWNTOWN,1.0,122356,Office,Retail Store,91.0,4585070.5,0.9534891557283579,0.0,0.04651073522206474,106,1.0,0.0,0.7841217431102684,0.12686750138938835
Small and Mid-Sized Office,DOWNTOWN,1.0,52298,Office,NONE,89.0,1968655.125,0.9999999365048766,0.0,0.0,95,1.0,0.0,0.9608398026693181,0.0
Large Office,DOWNTOWN,1.0,116640,Office,Financial Office,75.0,6758565.5,0.743044363482162,0.2569555070524951,0.0,105,1.0,0.0,0.7034722222222223,0.05625
Large Office,DOWNTOWN,1.0,1249055,Office,Parking,95.0,37980712.0,0.9999998156959248,0.0,0.0,35,0.8389814699913134,0.16101853000868657,0.7875529900604857,0.23763164952704244
Medical Office,EAST,1.0,188339,Medical Office,Parking,15.0,8523594.0,0.9237419098094067,0.0,0.0762580901905933,28,0.4726848926669463,0.5273151073330536,0.4347108140109059,0.3557415086625712
Small and Mid-Sized Office,DOWNTOWN,1.0,95000,Office,Parking,83.0,4052720.0,0.9830020332023924,0.0,0.016997966797607532,106,0.8557894736842105,0.14421052631578948,0.8892736842105263,0.0892
Large Office,DOWNTOWN,1.0,224857,Office,NONE,79.0,15272491.0,0.7349821322533436,0.26501773679224955,0.0,45,1.0,0.0,0.911659410202929,0.0
Large Office,DOWNTOWN,1.0,446261,Office,Parking,96.0,13568148.0,0.9999998525959475,0.0,0.0,18,0.7203699180524402,0.27963008194755984,0.7695048413372444,0.2559869672680337
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,62370,Office,Restaurant,30.0,4353025.0,0.999999770274694,0.0,0.0,109,1.0,0.0,0.7932178932178933,0.16687510020843355
Warehouse,GREATER DUWAMISH,1.0,73296,Non-Refrigerated Warehouse,Parking,83.0,2356376.75,0.47427772320364303,0.0,0.5257223828914456,56,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,93610,Office,Data Center,95.0,6235947.0,0.6218394736196443,0.0,0.3781605263803557,66,1.0,0.0,1.0,0.0
Large Office,GREATER DUWAMISH,1.0,156188,Office,Parking,67.0,6843855.0,0.9581560392498087,0.0,0.041843814633711555,43,1.0,0.0,0.9086293441237483,0.0
Warehouse,GREATER DUWAMISH,1.0,115620,Non-Refrigerated Warehouse,NONE,11.0,1951856.25,0.9999998719167972,0.0,0.0,50,1.0,0.0,0.4921293893790002,0.0
Large Office,GREATER DUWAMISH,1.0,238148,Office,Parking,93.0,10775646.0,0.9999999071981392,0.0,0.0,41,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,71718,Distribution Center,NONE,100.0,151754.2969,0.9999980435479848,0.0,0.0,47,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,55450,Non-Refrigerated Warehouse,Office,31.0,4345698.0,0.49455737605328304,0.0,0.5054426239467169,47,1.0,0.0,0.6168800721370604,0.3831199278629396
Distribution Center,GREATER DUWAMISH,1.0,54880,Distribution Center,NONE,32.0,2763597.0,0.44897573705572846,0.0,0.5510242629442715,37,1.0,0.0,1.0,0.0
Retail Store,DELRIDGE,1.0,102500,Retail Store,Parking,81.0,7305474.0,0.6807050439163838,0.0,0.31929481919995883,24,1.0,0.0,0.9704487804878049,0.0
Supermarket / Grocery Store,GREATER DUWAMISH,1.0,50785,Supermarket/Grocery Store,NONE,57.0,7439009.0,0.5817071870729018,0.0,0.41829281292709825,53,1.0,0.0,0.5391749532342227,0.0
Small and Mid-Sized Office,Delridge,1.0,85126,Office,NONE,1.0,37951708.0,0.4903614614657132,0.0,0.018052731645173913,87,1.0,0.0,0.9577097479031084,0.0
Distribution Center,GREATER DUWAMISH,1.0,411584,Distribution Center,Non-Refrigerated Warehouse,43.0,15091579.0,0.49709139116589457,0.0,0.5029086088341054,30,1.0,0.0,0.6998522780283004,0.20331937101539418
Large Office,MAGNOLIA / QUEEN ANNE,1.0,242686,Office,Parking,77.0,9683979.0,0.9999998967366617,0.0,0.0,8,0.5872196995294331,0.4127803004705669,0.6142958390677665,0.3146617439819355
Small and Mid-Sized Office,DOWNTOWN,1.0,95760,Office,NONE,83.0,5392617.5,0.851879259005483,0.0,0.14812064827516508,116,0.8345864661654135,0.16541353383458646,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,179413,Non-Refrigerated Warehouse,NONE,57.0,3459543.0,0.9999997109444803,0.0,0.0,70,1.0,0.0,0.9926092312151293,0.0
Warehouse,Delridge,1.0,170632,Non-Refrigerated Warehouse,Office,98.0,602245.0,1.0,0.0,0.0,50,1.0,0.0,0.9658563458202447,0.03414365417975526
Large Office,MAGNOLIA / QUEEN ANNE,1.0,381511,Office,Parking,87.0,11410228.0,0.9495169596961603,0.0,0.05048295266317202,22,1.0,0.0,0.5767409065531531,0.4429177664602069
Large Office,DOWNTOWN,1.0,413264,Office,Parking,91.0,13631141.0,0.9999999266385697,0.0,0.0,7,0.6658358821479732,0.33416411785202677,0.7150247783499167,0.2293473421348097
Mixed Use Property,NORTHEAST,1.0,122400,Office,Parking,63.0,4865551.5,0.7974623226164598,0.0,0.20253757462026659,7,0.5563725490196079,0.44362745098039214,0.3400653594771242,0.27286764705882355
Warehouse,GREATER DUWAMISH,1.0,123000,Non-Refrigerated Warehouse,Office,47.0,3004271.0,1.0,0.0,0.0,50,1.0,0.0,0.9145040650406504,0.19864227642276422
Medical Office,EAST,1.0,275130,Medical Office,NONE,70.0,9941308.0,0.9999998994096149,0.0,0.0,13,0.5893577581506924,0.4106422418493076,0.6460509577290735,0.0
Warehouse,GREATER DUWAMISH,1.0,60448,Non-Refrigerated Warehouse,Office,90.0,1052244.75,0.5900271776124328,0.0,0.40997305997487754,38,1.0,0.0,0.871856802541027,0.128143197458973
Hospital,EAST,7.0,1765970,Hospital (General Medical & Surgical),Parking,54.0,291614432.0,0.4778735642274385,0.4627461510546913,0.059380188700674456,22,1.0,0.0,0.9282909675702306,0.2500331262705482
Medical Office,EAST,1.0,289419,Medical Office,Parking,59.0,12731388.0,0.9238230741220046,0.0,0.07617684733196411,26,0.4500810243971543,0.5499189756028457,0.5049772129680498,0.48027254603187763
Other,NORTH,1.0,90266,Financial Office,NONE,18.0,7771933.5,0.9999999356659447,0.0,0.0,29,1.0,0.0,0.969933308222365,0.0
Warehouse,Ballard,1.0,87332,Non-Refrigerated Warehouse,NONE,87.0,1165598.875,0.8816489291824342,0.0,0.11835117805857526,12,0.9260523061420785,0.07394769385792149,1.0,0.0
Hotel,EAST,1.0,150545,Hotel,Parking,28.0,13410041.0,0.41770916285789134,0.0,0.5822907625711211,13,0.667760470291275,0.33223952970872495,0.667760470291275,0.33223952970872495
Hotel,MAGNOLIA / QUEEN ANNE,1.0,111856,Hotel,Parking,8.0,9444484.0,0.5109063660862785,0.0,0.489093528031812,8,0.8098179802603347,0.19018201973966528,0.8224860534973537,0.1788013159776856
Warehouse,EAST,1.0,132828,Non-Refrigerated Warehouse,NONE,83.0,1083729.625,0.9999994232878888,0.0,0.0,28,1.0,0.0,1.0,0.0
Warehouse,DELRIDGE,1.0,70400,Non-Refrigerated Warehouse,Office,1.0,13962749.0,0.710246026767365,0.0,0.28975390161350034,46,1.0,0.0,0.82453125,0.17546875
Retail Store,NORTHWEST,1.0,101830,Retail Store,NONE,60.0,10713006.0,0.5540335737700511,0.0,0.4459663328854665,21,1.0,0.0,1.0,0.0
Warehouse,SOUTHWEST,1.0,152365,Non-Refrigerated Warehouse,Office,88.0,1069749.75,0.8863820720687244,0.0,0.11361816163079262,51,1.0,0.0,0.9798378892790339,0.05157352410330456
Medical Office,CENTRAL,1.0,320946,Medical Office,Laboratory,57.0,25471308.0,0.9895480828860458,0.0,0.010451838594233166,106,1.0,0.0,0.7364447601777246,0.2688863547138771
Warehouse,NORTH,1.0,80360,Non-Refrigerated Warehouse,NONE,96.0,686019.1875,0.6370361178855511,0.0,0.3629636087984784,29,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,EAST,1.0,119190,Supermarket/Grocery Store,NONE,71.0,10077532.0,0.5768681260451468,0.0,0.42313177472420826,20,1.0,0.0,0.38828760802080714,0.0
Mixed Use Property,GREATER DUWAMISH,1.0,66138,Office,Manufacturing/Industrial Plant,3.0,7070998.5,0.9999999292886288,0.0,0.0,95,0.80970092836191,0.19029907163809007,0.3937826967855091,0.20992470289394902
Large Office,NORTHEAST,1.0,113944,Office,NONE,1.0,17880184.0,0.9950492679493679,0.0,0.004950508339287784,56,0.5742645510075125,0.42573544899248755,0.5742645510075125,0.0
Worship Facility,NORTHEAST,1.0,22220,Worship Facility,NONE,90.0,778355.8125,0.2673070550237588,0.0,0.7326931858686415,59,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,44100,Non-Refrigerated Warehouse,NONE,1.0,1618916.375,0.999999768363576,0.0,0.0,40,1.0,0.0,0.9070294784580499,0.0
Distribution Center,GREATER DUWAMISH,1.0,27800,Distribution Center,NONE,13.0,1224186.25,0.719339071158494,0.0,0.28066072462421465,51,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,46340,Non-Refrigerated Warehouse,NONE,3.0,2564004.0,1.0,0.0,0.0,15,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,CENTRAL,1.0,38460,Office,NONE,69.0,1950713.25,0.7508376743737195,0.0,0.24916219746802867,106,1.0,0.0,1.0,0.0
Worship Facility,NORTHWEST,1.0,21022,Worship Facility,NONE,54.0,945245.625,0.14589012247478003,0.0,0.8541092163214191,94,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,48001,Distribution Center,NONE,49.0,2143650.75,0.2769014495481598,0.0,0.7230986670753153,49,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,37351,Non-Refrigerated Warehouse,Office,10.0,2559461.75,0.49872282717254907,0.0,0.5012772705042379,47,1.0,0.0,0.7911702497925089,0.25619126663275416
Warehouse,GREATER DUWAMISH,1.0,30375,Non-Refrigerated Warehouse,NONE,73.0,345866.6875,1.0,0.0,0.0,35,1.0,0.0,1.0,0.0
Worship Facility,BALLARD,1.0,33589,Worship Facility,NONE,90.0,509836.1875,0.21894483509960735,0.0,0.7810547971352073,102,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,BALLARD,1.0,43500,Office,NONE,46.0,3220635.25,0.9986837224115956,0.0,0.001316199963966736,37,1.0,0.0,0.9998850574712643,0.0
Small and Mid-Sized Office,BALLARD,1.0,28492,Office,NONE,12.0,1896298.875,0.7192732211055074,0.0,0.2807268448123717,38,1.0,0.0,1.0,0.0
Retail Store,DOWNTOWN,1.0,147545,Retail Store,NONE,69.0,6787070.0,0.6090271648885307,0.0,0.39097268777248506,99,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,61825,Office,Bank Branch,59.0,4322873.0,0.44315412458335,0.0,0.55684587541665,42,0.7845531742822482,0.21544682571775173,0.6145248685806712,0.05737161342498989
Small and Mid-Sized Office,DOWNTOWN,1.0,64630,Office,NONE,96.0,1408291.375,0.9999997337198774,0.0,0.0,74,1.0,0.0,1.0,0.0
Worship Facility,DOWNTOWN,1.0,20920,Worship Facility,NONE,15.0,1042108.5,0.2735290998969877,0.0,0.7264713798995018,68,1.0,0.0,1.0,0.0
Worship Facility,SOUTHWEST,1.0,22128,Worship Facility,NONE,94.0,608359.6875,0.251998945936075,0.0,0.7480015677403017,90,1.0,0.0,1.0,0.0
Retail Store,NORTHWEST,1.0,48139,Retail Store,NONE,98.0,859236.625,0.5451373770292904,0.0,0.4548618955808593,48,1.0,0.0,0.8309271069195455,0.0
Worship Facility,SOUTHWEST,1.0,21364,Worship Facility,K-12 School,86.0,965651.125,0.16799027702680924,0.0,0.8320095935268548,67,1.0,0.0,0.7191537165324845,0.28084628346751545
Retail Store,NORTHEAST,1.0,25735,Retail Store,NONE,82.0,1169394.875,0.8155457325738664,0.0,0.18445437431902548,20,1.0,0.0,0.9982902661744706,0.0
Retail Store,NORTHEAST,1.0,25862,Retail Store,Other,20.0,4801472.0,0.45517770383748984,0.0,0.5448222961625102,60,1.0,0.0,0.9883999690665842,0.011600030933415823
Retail Store,NORTHEAST,1.0,49965,Retail Store,Other,82.0,3377209.75,0.9615026132149477,0.0,0.03849716470823288,13,1.0,0.0,0.949964975482838,0.05003502451716201
Small and Mid-Sized Office,DOWNTOWN,1.0,20028,Office,NONE,95.0,511797.4063,0.7035107946384292,0.29648938844182654,0.0,87,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,23622,Office,Restaurant,100.0,552007.5,0.7605838688785931,0.0,0.23941522533661228,116,1.0,0.0,1.0,0.0
